Bb_UserPK,CourseSectionOrigID,TimeSpent
69544,AnPhA-S116-02,1537.1834
88474,OcnA-S116-03,2062.95
78002,PhysA-S216-01,3429.0336
88641,AnPhA-T116-01,364.5001
85970,PhysA-S116-01,890.4333
84749,AnPhA-T116-01,1289.1006
90622,BioA-S116-01,1821.6838
90995,AnPhA-S116-02,1272.2331
94327,FrScA-S216-01,791.0503
57981,AnPhA-S216-01,2297.2332
91635,AnPhA-S116-02,2763.0331
89435,FrScA-S216-02,2310.3333
94805,FrScA-S216-01,955.3
54342,FrScA-S216-02,1137.8334
84749,AnPhA-T116-01,2040.7333
89376,FrScA-S216-01,2173.1333
87689,AnPhA-T116-01,1304.1168
85487,AnPhA-S116-01,1533.0996
87970,FrScA-S216-02,857.6167
92725,PhysA-S116-01,1272.7001
66508,FrScA-T116-01,5298.8507
94327,FrScA-S216-01,160.4166
96373,FrScA-S216-02,310.9335
95045,AnPhA-S216-01,764.1668
70192,BioA-S116-01,6664.4499
87081,PhysA-S116-01,328.5168
57981,BioA-S116-01,2602.2333
71415,AnPhA-S116-01,4945.2164
86286,AnPhA-S116-01,2527.6997
94156,FrScA-S216-01,706.2332
85651,FrScA-S116-01,4046.6159
77190,PhysA-S216-01,3429.0336
91709,AnPhA-S116-02,1182.9667
94219,FrScA-S216-01,1835.5833
62175,PhysA-S116-01,1231.8666
95957,AnPhA-S216-02,1073.95
87484,OcnA-S216-01,2137.7164
86942,OcnA-S116-01,1377.5666
90095,FrScA-S216-01,871.2833
87020,BioA-S116-01,63.6837
90398,AnPhA-S116-02,1886.5329
85651,FrScA-S116-01,4046.6159
86792,FrScA-S116-01,1616.3337
91771,OcnA-S116-01,6162.1998
96090,FrScA-S216-02,1268.1002
90372,FrScA-S116-03,3890
86364,OcnA-S216-01,1822.5494
89005,AnPhA-T116-01,1304.1168
66740,AnPhA-S216-01,3343.3333
54346,OcnA-S116-01,3343.3333
86588,OcnA-S216-01,2137.7164
69544,AnPhA-S116-02,2368.4997
91067,FrScA-S116-01,3780.5335
90326,FrScA-S116-03,2999.8498
84684,PhysA-T116-01,4199.4169
94630,OcnA-S216-01,1430.217
85644,OcnA-S116-02,403.8
76674,FrScA-S116-01,2948.6174
76840,OcnA-S116-01,2368.4997
86353,FrScA-S116-01,879.1998
90098,FrScA-S116-03,2999.8498
95633,FrScA-S216-01,1903.0337
91163,AnPhA-S216-02,4359.0996
86490,AnPhA-S116-01,1471.8833
69937,FrScA-S116-03,48.0332
94970,OcnA-S216-02,1479.8998
95957,OcnA-S216-02,3368.0167
96826,PhysA-S216-01,510.8667
85796,FrScA-S116-01,1297.9167
85482,FrScA-S116-03,3095.2494
90274,BioA-S116-01,871.2833
87485,FrScA-S116-01,1388.1167
86133,AnPhA-S116-01,2127.0664
95594,AnPhA-S216-01,258.35
88568,OcnA-S216-01,4112.7673
91163,FrScA-S116-01,2689.2001
94691,FrScA-S216-01,1753.5833
91326,FrScA-S116-04,44.7332
96189,FrScA-S216-02,1276.7667
94257,FrScA-S216-01,2321.7998
95266,OcnA-S216-02,1665.1665
91619,PhysA-S116-01,906.8832
95594,AnPhA-S216-01,2915.5167
87093,FrScA-S116-01,486.65
65627,AnPhA-S116-02,4438.8165
94292,FrScA-S216-01,2321.7998
97386,BioA-S216-01,71.0166
92724,PhysA-S116-01,898
88636,AnPhA-T116-01,250.4331
88504,OcnA-S216-01,546.4335
91038,PhysA-S116-01,1639.4498
92740,PhysA-S116-01,1272.7001
52446,FrScA-S216-02,1555.1667
92733,PhysA-S116-01,1272.7001
95743,FrScA-S216-01,1133.2169
85930,AnPhA-S116-01,610.8334
92606,BioA-S216-01,125.0666
94556,OcnA-S216-02,57.6666
86836,FrScA-S116-03,2313.5495
87927,FrScA-S116-01,1551.6665
88409,OcnA-T116-01,1284.8333
94846,AnPhA-S216-01,3547.0667
87122,FrScA-S116-01,1666.7332
77169,FrScA-S216-01,1276.5167
88864,FrScA-S116-03,362.8837
79859,AnPhA-T116-01,128.6165
92732,PhysA-S116-01,1901.9166
86588,AnPhA-S116-01,2130.6666
88995,FrScA-S116-01,1174.3499
91173,OcnA-S216-02,1697.5829
85649,FrScA-S116-01,874.0172
91477,FrScA-S116-01,2287.2334
78002,FrScA-S216-02,1722.1833
96690,AnPhA-S216-02,1089.9667
94846,AnPhA-S216-01,1351.9003
76930,AnPhA-S216-01,3781.6498
86451,FrScA-S216-01,846.0835
47448,FrScA-S216-02,1359.033
90305,PhysA-S116-01,766.5663
95919,AnPhA-S216-01,4466.367
94156,FrScA-S216-01,3058.6498
91624,FrScA-S216-02,857.6167
96082,PhysA-S216-01,873.6171
69743,FrScA-S116-03,48.0332
95045,AnPhA-S216-01,546.85
91212,FrScA-S116-04,4214.7332
85661,FrScA-S116-01,107.8999
88835,OcnA-S116-01,2600.1334
87043,FrScA-S216-01,1210.0499
87171,FrScA-S116-01,1605.0336
68598,FrScA-S216-01,860.4335
96412,FrScA-S216-02,2111.8333
85433,FrScA-S116-01,1464.4668
96853,AnPhA-S216-01,1969.5003
94332,PhysA-S216-01,177.7168
86349,FrScA-S116-01,2167.9669
95621,FrScA-S216-01,1232.8665
95165,AnPhA-S216-02,2856.6166
91326,FrScA-S116-04,792.6166
94156,OcnA-S216-02,580.3167
92726,PhysA-S116-01,2058.4167
69072,FrScA-S216-01,2006.4003
88311,PhysA-S116-01,1525.0333
79128,PhysA-S116-01,1341.7002
88641,OcnA-S216-02,56.3166
88504,BioA-S116-01,1132.1503
95160,AnPhA-S216-02,2288.5835
96853,FrScA-S216-02,2446.3169
88845,FrScA-S116-03,2231.3667
91635,AnPhA-S116-02,540.5001
92604,PhysA-S116-01,571.2834
90433,OcnA-S116-01,3785.2838
77976,FrScA-S216-02,1769.8667
90397,AnPhA-S116-02,1886.5329
87693,FrScA-S116-01,1075.0999
91340,FrScA-S216-01,1510.7002
89333,FrScA-S216-01,885.9167
95896,BioA-S216-01,3122.9167
85889,AnPhA-S116-01,95.3
86794,FrScA-S116-03,2420.5994
87579,FrScA-S116-01,1451.8836
91320,OcnA-S216-02,2276.3169
92740,PhysA-S116-01,1272.7001
86942,FrScA-S216-01,846.0835
92733,PhysA-S116-01,1901.9166
77980,FrScA-S216-01,1276.5167
90878,FrScA-S216-01,2252.5
85583,FrScA-S116-01,2948.6174
86268,AnPhA-S116-01,608.1834
95896,FrScA-S216-01,4034.7502
86251,FrScA-S216-01,1210.0499
85355,OcnA-S216-01,2573.4502
94846,FrScA-S216-01,955.3
95725,OcnA-S216-01,1886.3334
86432,FrScA-S216-01,1422.7335
89114,FrScA-S116-03,362.8837
86488,AnPhA-S116-01,1872.0336
85700,FrScA-S116-03,638.7338
73132,PhysA-S116-01,763.1498
95533,OcnA-S216-01,1320.5499
97006,OcnA-S216-01,1734.6833
95578,AnPhA-S216-01,4438.7165
89333,FrScA-S216-01,48.4333
94219,FrScA-S216-01,3058.6498
88854,FrScA-S116-01,1598.3499
92511,BioA-S116-01,306.2668
88296,OcnA-S116-03,1811.9338
86943,FrScA-S216-01,847.9663
95545,AnPhA-S216-01,258.35
90433,FrScA-S116-03,1476.0832
95633,FrScA-S216-01,2201.5503
89487,FrScA-S116-03,1103.0832
86792,FrScA-S116-01,1600.3334
85644,OcnA-S116-01,608.1834
85644,FrScA-S116-03,1784.2506
70681,FrScA-S216-01,2006.4003
88501,OcnA-S216-01,2337.4167
96373,OcnA-S216-01,1638.45
86492,OcnA-S116-01,3742.8836
91709,AnPhA-S116-02,4315.8839
94327,OcnA-S216-01,792.6166
66862,AnPhA-S116-01,5298.8507
85292,FrScA-S216-01,968.3333
66740,OcnA-S116-01,433.3669
85930,AnPhA-S116-01,608.1834
74552,PhysA-S116-01,1006.3337
55283,PhysA-S116-01,1481.8
78153,FrScA-S216-02,2269.133
95449,FrScA-S216-02,1232.8665
94288,AnPhA-S216-01,258.35
85700,FrScA-S116-03,787.2831
92152,FrScA-S216-02,3429.0336
95283,AnPhA-S216-02,1937.4333
85410,AnPhA-S116-01,594.6165
86349,OcnA-S216-01,1581.7665
88068,OcnA-T116-01,2062.95
68188,FrScA-S216-01,1555.1667
95624,OcnA-S216-01,1540.1833
85567,FrScA-S116-01,2948.6174
94956,AnPhA-S216-01,2915.5167
86277,AnPhA-S116-01,1601.1335
68795,FrScA-S116-01,1637.9504
95991,AnPhA-S216-01,3542.5501
91300,AnPhA-S216-01,1315.25
94327,OcnA-S216-02,580.3167
94246,OcnA-S216-02,2276.3169
86451,FrScA-S216-01,1374.95
96189,FrScA-S216-02,2427.9167
92606,BioA-S216-01,125.0666
62576,PhysA-S116-01,1863.5169
87081,PhysA-S116-01,142.7337
85249,AnPhA-S216-01,2591.6168
89168,FrScA-S116-03,2571.5334
94156,AnPhA-S216-01,1419.8
88874,FrScA-S216-01,1329.3997
87122,FrScA-S116-01,486.65
87866,FrScA-S116-01,1095.6001
86130,BioA-S116-01,768.6994
94824,AnPhA-S216-01,1419.8
88091,AnPhA-S116-01,2600.1334
88642,AnPhA-T116-01,250.4331
48797,OcnA-S116-01,1382.7001
67463,OcnA-S116-01,3343.3333
92606,BioA-S216-01,306.2668
86836,OcnA-S116-01,3101.5166
86794,OcnA-S216-02,1133.4667
86280,FrScA-S116-01,1077.3504
85791,FrScA-S216-01,3382.9006
85668,FrScA-S116-01,4046.6159
88493,FrScA-S116-01,2015.5833
95620,AnPhA-S216-01,3789.3996
70187,FrScA-S116-01,1564.633
87043,FrScA-S116-01,3341.9499
95283,PhysA-S216-01,88.5167
88474,OcnA-T116-01,2193.117
66689,FrScA-S216-01,444.4832
69544,AnPhA-S216-01,4094.9995
87504,FrScA-S116-01,1156.1668
96373,FrScA-S216-02,1548.7666
86251,AnPhA-S216-01,1272.3172
85704,FrScA-S116-01,379.1335
70681,FrScA-S216-01,2006.4003
94246,FrScA-S216-01,4552.0833
88153,PhysA-S116-01,1190.5998
88854,AnPhA-S216-01,3067.4676
91477,FrScA-S116-01,1182.9332
85668,FrScA-S116-01,379.1335
91635,AnPhA-S116-02,2763.0331
95634,FrScA-S216-01,644.2667
86365,FrScA-S116-03,1784.2506
96756,PhysA-S216-01,1841.7836
96808,PhysA-S216-01,1670.95
96690,AnPhA-S216-01,1969.5003
90433,FrScA-S116-03,1145.5167
88440,OcnA-S116-01,2544.4002
85644,PhysA-S116-01,890.4333
57188,AnPhA-S116-02,2087.0501
86110,BioA-S116-01,297.5167
87001,PhysA-S116-01,142.7337
96690,AnPhA-S216-01,2563.3833
96027,AnPhA-S216-01,3789.3996
91611,AnPhA-S116-02,1334.7001
85573,AnPhA-S116-01,2804.9832
86815,FrScA-S116-03,444.5
94070,PhysA-S216-01,706.2332
96671,AnPhA-S216-01,11.0333
85573,AnPhA-S116-01,2591.6168
95533,FrScA-S216-01,1613.3166
85891,FrScA-S116-03,787.2831
92143,AnPhA-S116-02,1182.9667
85287,BioA-S116-01,156.5829
85567,FrScA-S116-01,2591.1496
94970,AnPhA-S216-02,855.3833
78153,AnPhA-S216-01,594.6165
86504,AnPhA-S116-01,3109.0664
89005,FrScA-S116-03,152.7499
85292,OcnA-S116-02,2362.1
94070,OcnA-S216-01,1588.55
95485,FrScA-S216-02,88.5167
85573,FrScA-S216-01,297.5167
97265,PhysA-S216-01,759.3335
94691,AnPhA-S216-01,2999.9832
86110,BioA-S116-01,1349.9664
86275,OcnA-S216-01,111.5834
90398,FrScA-S216-01,1803.8334
88050,PhysA-S116-01,262.5502
90878,FrScA-S116-03,1103.0832
89005,FrScA-S116-03,1598.3499
92152,FrScA-S216-01,1510.7002
89144,FrScA-S116-03,152.7499
88641,OcnA-S116-01,2600.1334
87081,OcnA-S116-02,4799.483
88979,FrScA-S116-03,2571.5334
90622,BioA-S116-01,2252.5
86267,FrScA-S216-01,1374.95
95684,FrScA-S216-01,981.7835
86689,FrScA-S116-03,2420.5994
88409,AnPhA-S216-01,1998.4998
90996,PhysA-S116-01,2252.5
85443,FrScA-S116-01,846.5665
94577,AnPhA-S216-02,855.3833
88340,FrScA-S216-04,56.3166
67013,FrScA-S216-01,1867.4169
87865,OcnA-S216-01,68.6333
95738,OcnA-S216-02,2111.0837
86365,OcnA-S116-01,2527.6997
91575,PhysA-S116-01,918.1832
53447,OcnA-S116-01,1321.8164
44638,OcnA-S216-01,39.7504
88440,FrScA-S216-04,2015.5833
94240,AnPhA-S216-02,4359.0996
94903,OcnA-S216-01,8870.8833
86882,FrScA-S116-03,2420.5994
92729,PhysA-S116-01,1020.5828
91300,BioA-S116-01,918.1832
88568,FrScA-S116-01,56.3166
89465,PhysA-S116-01,24.65
88381,FrScA-S116-03,2062.95
79893,AnPhA-T116-01,6771.9673
86277,AnPhA-S116-01,4239.5495
87579,FrScA-S116-01,1388.1167
86707,OcnA-S116-01,2143.133
96280,PhysA-S216-01,2363.2667
84932,FrScA-S216-01,408.4
95578,AnPhA-S216-01,3547.0667
92124,OcnA-S116-02,1588.55
86286,AnPhA-S216-01,4140.4495
92152,OcnA-S116-02,58.1833
91163,AnPhA-S216-02,2856.6166
88596,OcnA-S216-01,4799.483
86340,FrScA-S216-01,1374.95
96228,PhysA-S216-01,2363.2667
67762,AnPhA-S116-01,4094.9995
88636,FrScA-S116-03,2062.95
47979,AnPhA-S216-01,2625.5164
88854,FrScA-S116-03,1598.3499
89194,FrScA-S116-03,152.7499
96994,PhysA-S216-01,1841.7836
91818,AnPhA-S116-02,2763.0331
85889,BioA-S116-01,816.7002
97386,FrScA-S216-02,470.8
95091,AnPhA-S216-02,322.9502
85889,AnPhA-S116-01,95.3
95449,OcnA-S216-01,163.6832
91477,PhysA-S116-01,906.8832
88068,FrScA-S216-02,1722.1833
90430,AnPhA-T116-01,250.4331
90253,AnPhA-S116-01,6009.3666
76673,AnPhA-S216-01,3968.1668
90333,FrScA-S116-03,1517.5835
91212,OcnA-S216-02,1101.833
95165,AnPhA-S216-02,151.75
90372,FrScA-S216-01,1097.8003
85865,FrScA-S116-01,1687.3165
97441,BioA-S216-01,71.0166
95485,FrScA-S216-02,981.7835
54066,FrScA-S216-01,2130.7497
91313,FrScA-S116-02,2276.3169
91326,AnPhA-S216-01,1315.25
90333,FrScA-S116-03,123.1833
91550,PhysA-S116-01,2219.916
85889,AnPhA-S116-01,3050.0831
54434,PhysA-S116-01,1481.8
96189,FrScA-S216-04,1665.1665
86002,FrScA-S216-04,1133.4667
95476,FrScA-S216-02,1903.0337
86280,FrScA-S116-01,1673.8004
86271,FrScA-S116-01,553.3835
79859,OcnA-T116-01,2497.1666
92606,PhysA-S116-01,571.2834
88409,OcnA-S116-02,2211.5331
96994,OcnA-S216-01,3967.3171
76891,AnPhA-S216-01,473.0333
87861,FrScA-S116-01,1075.0999
67013,AnPhA-S216-01,3343.3333
92733,PhysA-S116-01,1272.7001
84640,AnPhA-T116-01,4538.4835
90277,FrScA-S116-03,6243.9003
85583,FrScA-S116-02,1978.0169
94956,AnPhA-S216-02,1904.1662
90589,OcnA-S116-01,768.4833
66740,OcnA-S116-01,3502.0004
94956,FrScA-S216-01,2414.5498
86476,AnPhA-S116-01,1937.5168
52326,FrScA-S216-03,793.95
67013,AnPhA-S216-01,2625.5164
92185,FrScA-S216-01,206.2335
96808,AnPhA-S216-01,1727.2666
91164,FrScA-S116-01,1145.5167
86432,AnPhA-S116-01,4239.5495
90878,FrScA-S116-03,2689.2001
90996,OcnA-S216-01,758.3668
88409,FrScA-S116-03,2193.117
76840,AnPhA-S216-01,3968.1668
86709,FrScA-S116-01,1274.8167
78691,FrScA-S116-03,1966.0169
67013,AnPhA-S116-01,5305.4334
96769,BioA-S216-01,2264.4834
85482,AnPhA-S116-01,2591.6168
86286,FrScA-S116-01,1616.3337
86627,FrScA-S116-01,2267.4
90277,BioA-S116-01,231.7502
66689,FrScA-T116-01,2668.183
86836,FrScA-S116-03,2313.5495
84684,AnPhA-T116-01,6123.8832
96590,AnPhA-S216-01,2676.7501
86296,OcnA-S216-01,1800.2174
88845,OcnA-S216-01,3755.1506
90396,AnPhA-S116-02,2394.3497
90995,BioA-S116-01,1077.1836
92633,BioA-S216-01,306.2668
66862,AnPhA-S116-01,2668.183
86267,AnPhA-S116-01,2127.0664
86251,FrScA-S116-01,879.1998
91066,FrScA-S116-01,1103.0832
77246,BioA-S116-01,1276.5167
89490,PhysA-S116-01,24.65
90333,FrScA-S116-03,123.1833
90253,FrScA-S116-03,2999.8498
86608,BioA-S116-01,1855.9338
92743,PhysA-S116-01,5373.3502
95896,OcnA-S216-02,3368.0167
85704,FrScA-S216-01,1349.9664
96689,PhysA-S216-01,2264.4834
54346,OcnA-S216-01,2823.7501
97386,PhysA-S216-01,470.8
90636,OcnA-S116-01,3785.2838
96756,BioA-S216-01,2446.3169
96048,AnPhA-S216-01,3789.3996
85583,FrScA-S116-03,1871.1168
62175,FrScA-S116-02,2356.4668
55283,FrScA-S216-01,860.4335
96373,FrScA-S216-02,2427.9167
85348,FrScA-S216-03,608.2501
88845,FrScA-S116-01,2582.4167
88311,OcnA-S116-02,4323.8332
87166,AnPhA-S116-01,67.5167
86294,OcnA-S216-01,1822.5494
89165,FrScA-S116-01,362.8837
94805,FrScA-S216-01,2977.4502
91477,BioA-S116-01,377.7002
85661,FrScA-S116-02,787.2831
76132,OcnA-S216-01,2040.7333
94135,FrScA-S216-01,4552.0833
89395,FrScA-S116-01,6243.9003
86479,FrScA-S116-01,1274.8167
88050,AnPhA-S116-01,1471.8833
97150,BioA-S216-01,71.0166
86527,FrScA-S116-01,282.7834
86515,AnPhA-S116-01,893.1332
88636,FrScA-S116-01,3934.8498
86627,FrScA-S116-01,2167.9669
90878,BioA-S116-01,658.4165
90430,FrScA-S216-01,1821.6838
92021,AnPhA-S116-02,3797.3334
90861,AnPhA-T116-01,151.75
91212,FrScA-S116-04,758.3668
86515,OcnA-S216-01,2457.1828
95618,AnPhA-S216-01,4013.3999
85258,AnPhA-S216-01,1209.8496
95533,OcnA-S216-01,1591.2504
89144,OcnA-S216-01,68.6333
