CourseSectionOrigID,Bb_UserPK,Points_Possible,Points_Earned,Gender
AnPhA-S116-01,77010,10,9,F
AnPhA-S116-01,77010,5,5,F
AnPhA-S116-01,77010,30,28.88,F
AnPhA-S116-01,77010,10,10,F
AnPhA-S116-01,77010,10,9,F
AnPhA-S116-01,77010,5,5,M
AnPhA-S116-01,77010,10,10,M
AnPhA-S116-01,77010,10,10,M
AnPhA-S116-01,77010,20,16,F
AnPhA-S116-01,77010,438,286.25,F
AnPhA-S116-01,77010,10,6,F
AnPhA-S116-01,77010,930,28,M
AnPhA-S116-01,77010,5,5,F
AnPhA-S116-01,77010,10,1,M
AnPhA-S116-01,77010,10,7.5,M
AnPhA-S116-01,77010,930,864.37,M
AnPhA-S116-01,77010,5,5,F
AnPhA-S116-01,77010,625,448.95,F
AnPhA-S116-01,77010,5,5,F
AnPhA-S116-01,77010,5,3,F
AnPhA-S116-01,77010,15,15,M
AnPhA-S116-01,77010,5,5,M
AnPhA-S116-01,77010,30,NA,F
AnPhA-S116-01,77010,5,5,M
AnPhA-S116-01,77010,10,10,F
AnPhA-S116-01,77010,10,6.25,M
AnPhA-S116-01,77010,30,25.5,F
AnPhA-S116-01,77010,5,5,F
AnPhA-S116-01,77010,10,10,M
AnPhA-S116-01,77010,28,24,M
AnPhA-S116-01,77010,5,4.3,F
AnPhA-S116-01,77010,10,8,M
AnPhA-S116-01,77010,428,377.97,F
AnPhA-S116-01,77010,930,864,F
AnPhA-S116-01,77010,5,NA,M
AnPhA-S116-01,77010,235,200.23,F
AnPhA-S116-01,77010,10,10,F
AnPhA-S116-01,77010,10,NA,M
AnPhA-S116-01,77010,10,10,M
AnPhA-S116-01,77010,625,521.83667,F
AnPhA-S116-01,77010,920,769.5,F
AnPhA-S116-01,77010,10,9,F
AnPhA-S116-01,77010,249,223,F
AnPhA-S116-01,77010,10,7,M
AnPhA-S116-01,77010,5,5,F
AnPhA-S116-01,77010,465,449.33333,F
AnPhA-S116-01,77010,10,10,F
AnPhA-S116-01,77010,30,0,F
AnPhA-S116-01,77010,5,NA,F
AnPhA-S116-01,77010,5,4,F
AnPhA-S116-01,77010,10,10,F
AnPhA-S116-01,85249,10,9,F
AnPhA-S116-01,85249,5,NA,M
AnPhA-S116-01,85249,5,5,F
AnPhA-S116-01,85249,10,NA,M
AnPhA-S116-01,85249,5,4,M
AnPhA-S116-01,85249,5,5,M
AnPhA-S116-01,85249,20,18,F
AnPhA-S116-01,85249,30,NA,F
AnPhA-S116-01,85249,10,10,F
AnPhA-S116-01,85249,10,10,M
AnPhA-S116-01,85249,10,9.5,F
AnPhA-S116-01,85249,10,10,F
AnPhA-S116-01,85249,235,215.75,F
AnPhA-S116-01,85249,10,6.88,F
AnPhA-S116-01,85249,10,7,F
AnPhA-S116-01,85249,10,10,M
AnPhA-S116-01,85249,10,10,F
AnPhA-S116-01,85249,443,415,F
AnPhA-S116-01,85249,10,NA,M
AnPhA-S116-01,85249,28,NA,F
AnPhA-S116-01,85249,10,6,F
AnPhA-S116-01,85249,50,50,F
AnPhA-S116-01,85249,10,10,F
AnPhA-S116-01,85249,10,NA,M
AnPhA-S116-01,85249,5,5,F
AnPhA-S116-01,85249,10,3.38,F
AnPhA-S116-01,85249,10,8.75,F
AnPhA-S116-01,85249,10,10,F
AnPhA-S116-01,85249,10,9.07,F
AnPhA-S116-01,85249,5,5,F
AnPhA-S116-01,85249,5,5,F
AnPhA-S116-01,85249,10,8,F
AnPhA-S116-01,85249,5,5,F
AnPhA-S116-01,85249,237,116.15,F
AnPhA-S116-01,85249,10,4,F
AnPhA-S116-01,85249,30,30,M
AnPhA-S116-01,85249,10,7,F
AnPhA-S116-01,85249,5,5,F
AnPhA-S116-01,85249,10,9.5,F
AnPhA-S116-01,85249,37,37,F
AnPhA-S116-01,85249,10,10,F
AnPhA-S116-01,85249,12,12,F
AnPhA-S116-01,85249,10,10,F
AnPhA-S116-01,85249,30,28.88,F
AnPhA-S116-01,85249,465,62.25,M
AnPhA-S116-01,85249,625,559.42,F
AnPhA-S116-01,85249,10,2.5,F
AnPhA-S116-01,85249,10,NA,F
AnPhA-S116-01,85249,10,9,F
AnPhA-S116-01,85249,20,14,M
AnPhA-S116-01,85249,10,10,F
AnPhA-S116-01,85249,50,50,F
AnPhA-S116-01,85249,5,5,F
AnPhA-S116-01,85411,30,26.63,F
AnPhA-S116-01,85411,575,488.94,M
AnPhA-S116-01,85411,10,10,M
AnPhA-S116-01,85411,24,24,F
AnPhA-S116-01,85411,345,339,M
AnPhA-S116-01,85411,10,9,M
AnPhA-S116-01,85411,30,27,F
AnPhA-S116-01,85411,345,40.675,F
AnPhA-S116-01,85411,5,5,F
AnPhA-S116-01,85411,5,4,F
AnPhA-S116-01,85411,20,20,F
AnPhA-S116-01,85411,10,10,F
AnPhA-S116-01,85411,5,5,F
AnPhA-S116-01,85411,570,552,M
AnPhA-S116-01,85411,30,25,F
AnPhA-S116-01,85411,75,65,F
AnPhA-S116-01,85411,5,9,F
AnPhA-S116-01,85411,28,22,F
AnPhA-S116-01,85411,10,7.63,F
AnPhA-S116-01,85411,5,4.25,F
AnPhA-S116-01,85411,10,10,M
AnPhA-S116-01,85411,5,4.5,F
AnPhA-S116-01,85411,10,4,F
AnPhA-S116-01,85411,12,12,F
AnPhA-S116-01,85411,5,1,M
AnPhA-S116-01,85411,30,NA,F
AnPhA-S116-01,85411,145,137,F
AnPhA-S116-01,85411,10,8.5,F
AnPhA-S116-01,85411,30,24.75,F
AnPhA-S116-01,85411,5,5,F
AnPhA-S116-01,85411,10,NA,M
AnPhA-S116-01,85411,249,218.5,M
AnPhA-S116-01,85411,5,5,F
AnPhA-S116-01,85411,10,8,F
AnPhA-S116-01,85411,10,10,F
AnPhA-S116-01,85411,5,5,F
AnPhA-S116-01,85411,15,15,F
AnPhA-S116-01,85411,50,50,M
AnPhA-S116-01,85411,5,5,F
AnPhA-S116-01,85411,5,5,F
AnPhA-S116-01,85411,5,3,F
AnPhA-S116-01,85411,10,NA,F
AnPhA-S116-01,85411,5,5,M
AnPhA-S116-01,85411,145,137.5,M
AnPhA-S116-01,85411,5,NA,F
AnPhA-S116-01,85411,5,5,F
AnPhA-S116-01,85411,30,30,F
AnPhA-S116-01,85411,10,8,F
AnPhA-S116-01,85411,5,10,F
AnPhA-S116-01,85411,75,70,F
AnPhA-S116-01,85411,25,21,M
AnPhA-S116-01,85411,5,5,F
AnPhA-S116-01,85411,10,10,F
AnPhA-S116-01,85583,30,30,F
AnPhA-S116-01,85583,80,64,M
AnPhA-S116-01,85583,10,6,F
AnPhA-S116-01,85583,20,20,F
AnPhA-S116-01,85583,15,14,M
AnPhA-S116-01,85583,5,5,F
AnPhA-S116-01,85583,5,5,F
AnPhA-S116-01,85583,55,51,F
AnPhA-S116-01,85583,100,80.47,F
AnPhA-S116-01,85583,625,159.955,F
AnPhA-S116-01,85583,10,10,M
AnPhA-S116-01,85583,597,506.23,F
AnPhA-S116-01,85583,10,NA,M
AnPhA-S116-01,85583,438,410,F
AnPhA-S116-01,85583,10,9,M
AnPhA-S116-01,85583,5,2.5,M
AnPhA-S116-01,85583,5,5,F
AnPhA-S116-01,85583,40,35,F
AnPhA-S116-01,85583,105,104,M
AnPhA-S116-01,85583,15,13,F
AnPhA-S116-01,85583,15,14,M
AnPhA-S116-01,85583,5,4,F
AnPhA-S116-01,85583,10,10,M
AnPhA-S116-01,85583,105,95.03,F
AnPhA-S116-01,85583,615,592.66333,F
AnPhA-S116-01,85583,5,NA,F
AnPhA-S116-01,85583,30,25,F
AnPhA-S116-01,85583,597,542.48,F
AnPhA-S116-01,85583,5,5,F
AnPhA-S116-01,85583,10,7,M
AnPhA-S116-01,85583,50,50,F
AnPhA-S116-01,85583,5,NA,F
AnPhA-S116-01,85583,10,0,M
AnPhA-S116-01,85583,10,10,F
AnPhA-S116-01,85583,10,10,F
AnPhA-S116-01,85583,10,NA,M
AnPhA-S116-01,85583,10,8.25,F
AnPhA-S116-01,85583,24,22,F
AnPhA-S116-01,85583,24,22,F
AnPhA-S116-01,85583,5,NA,M
AnPhA-S116-01,85583,5,5,F
AnPhA-S116-01,85583,10,NA,F
AnPhA-S116-01,85583,244,208,F
AnPhA-S116-01,85583,10,10,F
AnPhA-S116-01,85583,5,5,F
AnPhA-S116-01,85583,30,24,F
AnPhA-S116-01,85583,10,10,F
AnPhA-S116-01,85583,10,10,M
AnPhA-S116-01,85583,10,10,M
AnPhA-S116-01,85583,10,1,F
AnPhA-S116-01,85583,5,NA,F
AnPhA-S116-01,85583,10,NA,F
AnPhA-S116-01,85583,10,10,M
AnPhA-S116-01,85865,5,5,F
AnPhA-S116-01,85865,353,273,F
AnPhA-S116-01,85865,10,10,F
AnPhA-S116-01,85865,10,10,F
AnPhA-S116-01,85865,50,35.5,M
AnPhA-S116-01,85865,720,700,M
AnPhA-S116-01,85865,5,5,F
AnPhA-S116-01,85865,30,30,F
AnPhA-S116-01,85865,15,10,F
AnPhA-S116-01,85865,30,30,M
AnPhA-S116-01,85865,30,NA,F
AnPhA-S116-01,85865,24,20,F
AnPhA-S116-01,85865,140,129.63,F
AnPhA-S116-01,85865,10,0,M
AnPhA-S116-01,85865,930,28,M
AnPhA-S116-01,85865,5,NA,M
AnPhA-S116-01,85865,15,12,M
AnPhA-S116-01,85865,5,5,M
AnPhA-S116-01,85865,10,10,F
AnPhA-S116-01,85865,20,20,F
AnPhA-S116-01,85865,5,5,M
AnPhA-S116-01,85865,28,26,F
AnPhA-S116-01,85865,10,3.5,F
AnPhA-S116-01,85865,10,7,M
AnPhA-S116-01,85865,10,NA,F
AnPhA-S116-01,85865,5,10,F
AnPhA-S116-01,85865,30,NA,F
AnPhA-S116-01,85865,10,10,M
AnPhA-S116-01,85865,5,5,F
AnPhA-S116-01,85865,5,5,F
AnPhA-S116-01,85865,10,NA,F
AnPhA-S116-01,85865,10,9.5,F
AnPhA-S116-01,85865,10,NA,F
AnPhA-S116-01,85865,10,NA,F
AnPhA-S116-01,85865,10,10,F
AnPhA-S116-01,85865,145,124.5,F
AnPhA-S116-01,85865,20,20,F
AnPhA-S116-01,85865,10,5,M
AnPhA-S116-01,85865,5,5,F
AnPhA-S116-01,85865,438,407,F
AnPhA-S116-01,85865,30,23.25,F
AnPhA-S116-01,85865,5,NA,M
AnPhA-S116-01,85865,30,22,F
AnPhA-S116-01,85865,5,5,M
AnPhA-S116-01,85865,5,5,F
AnPhA-S116-01,85865,10,10,M
AnPhA-S116-01,85865,24,NA,F
AnPhA-S116-01,85865,30,30,F
AnPhA-S116-01,85865,5,5,F
AnPhA-S116-01,85865,5,5,M
AnPhA-S116-01,85865,5,NA,F
AnPhA-S116-01,85865,10,NA,F
AnPhA-S116-01,85865,15,12,F
AnPhA-S116-01,85866,5,NA,F
AnPhA-S116-01,85866,5,5,F
AnPhA-S116-01,85866,10,10,F
AnPhA-S116-01,85866,5,5,F
AnPhA-S116-01,85866,345,334.5,F
AnPhA-S116-01,85866,5,5,M
AnPhA-S116-01,85866,408,365,F
AnPhA-S116-01,85866,20,14,M
AnPhA-S116-01,85866,438,268.18,M
AnPhA-S116-01,85866,10,10,F
AnPhA-S116-01,85866,10,10,F
AnPhA-S116-01,85866,37,37,F
AnPhA-S116-01,85866,443,381.9,F
AnPhA-S116-01,85866,10,6.25,F
AnPhA-S116-01,85866,30,28.5,F
AnPhA-S116-01,85866,15,15,F
AnPhA-S116-01,85866,10,7,F
AnPhA-S116-01,85866,10,7,F
AnPhA-S116-01,85866,10,2,F
AnPhA-S116-01,85866,10,6,F
AnPhA-S116-01,85866,55,38,F
AnPhA-S116-01,85866,5,5,F
AnPhA-S116-01,85866,5,4,F
AnPhA-S116-01,85866,20,20,F
AnPhA-S116-01,85866,10,7,F
AnPhA-S116-01,85866,NA,NA,F
AnPhA-S116-01,85866,37,NA,M
AnPhA-S116-01,85866,10,8.5,F
AnPhA-S116-01,85866,30,26,M
AnPhA-S116-01,85866,10,10,M
AnPhA-S116-01,85866,15,15,F
AnPhA-S116-01,85866,10,10,M
AnPhA-S116-01,85866,5,4,M
AnPhA-S116-01,85866,15,14,F
AnPhA-S116-01,85866,10,0,F
AnPhA-S116-01,85866,10,9,F
AnPhA-S116-01,85866,10,10,M
AnPhA-S116-01,85866,25,25,F
AnPhA-S116-01,85866,10,10,F
AnPhA-S116-01,85866,5,5,F
AnPhA-S116-01,85866,30,NA,F
AnPhA-S116-01,85866,10,10,F
AnPhA-S116-01,85866,5,5,M
AnPhA-S116-01,85866,10,6,M
AnPhA-S116-01,85866,5,4,M
AnPhA-S116-01,85866,5,5,F
AnPhA-S116-01,85866,10,10,F
AnPhA-S116-01,85866,5,5,F
AnPhA-S116-01,85866,5,3,M
AnPhA-S116-01,85866,5,5,F
AnPhA-S116-01,85866,5,5,F
AnPhA-S116-01,85866,10,10,F
AnPhA-S116-01,85866,10,9.5,F
AnPhA-S116-01,85970,5,5,M
AnPhA-S116-01,85970,10,8,M
AnPhA-S116-01,85970,15,15,F
AnPhA-S116-01,85970,5,5,M
AnPhA-S116-01,85970,10,9,F
AnPhA-S116-01,85970,20,20,M
AnPhA-S116-01,85970,30,NA,F
AnPhA-S116-01,85970,625,522.42666,M
AnPhA-S116-01,85970,15,15,F
AnPhA-S116-01,85970,5,10,M
AnPhA-S116-01,85970,5,5,F
AnPhA-S116-01,85970,10,NA,M
AnPhA-S116-01,85970,345,111,M
AnPhA-S116-01,85970,10,10,M
AnPhA-S116-01,85970,5,NA,F
AnPhA-S116-01,85970,30,16,F
AnPhA-S116-01,85970,10,NA,F
AnPhA-S116-01,85970,10,10,F
AnPhA-S116-01,85970,30,NA,M
AnPhA-S116-01,85970,30,22.88,F
AnPhA-S116-01,85970,30,30,F
AnPhA-S116-01,85970,10,7.5,M
AnPhA-S116-01,85970,5,NA,F
AnPhA-S116-01,85970,145,135,F
AnPhA-S116-01,85970,10,10,F
AnPhA-S116-01,85970,5,5,F
AnPhA-S116-01,85970,30,30,F
AnPhA-S116-01,85970,625,547.63,M
AnPhA-S116-01,85970,5,5,F
AnPhA-S116-01,85970,5,5,M
AnPhA-S116-01,85970,10,10,F
AnPhA-S116-01,85970,5,NA,M
AnPhA-S116-01,85970,5,3,F
AnPhA-S116-01,85970,5,3,F
AnPhA-S116-01,85970,10,9.75,F
AnPhA-S116-01,85970,10,10,M
AnPhA-S116-01,85970,10,7,F
AnPhA-S116-01,85970,5,5,F
AnPhA-S116-01,85970,10,9,F
AnPhA-S116-01,85970,5,5,M
AnPhA-S116-01,85970,10,NA,F
AnPhA-S116-01,85970,428,394.5,M
AnPhA-S116-01,85970,5,1,M
