student_id,course_id,total_points_possible,total_points_earned,percentage_earned,subject,semester,section,Gradebook_Item,Grade_Category,final_grade,Points_Possible,Points_Earned,Gender,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,time_spent,TimeSpent_hours,TimeSpent_std,int,pc,uv,enrollment_status,enrollment_reason,cogproc,male,female,friend,family,social,sad,anger,anx,negemo,posemo,affect,quant,number,interrog,compare,adj,verb,negate,conj,adverb,auxverb,prep,article,ipron,they,shehe,you,we,i,ppron,pronoun,function,Dic,Sixltr,WPS,Tone,Authentic,Clout,Analytic,WC,n
53475,FrScA-S216-01,1209,977,0.8081058726220016,FrScA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,81.03837472,12,12,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1867.4169,31.123614999999997,0.049939828758536815,NA,NA,NA,Approved/Enrolled,Course Unavailable at Local School,15.719189189189189,0.2481081081081081,0.30864864864864866,0,0.14756756756756756,5.651621621621621,0.02702702702702703,0.04405405405405405,0.17972972972972973,0.5172972972972973,8.482432432432432,9,2.1886486486486487,2.865135135135135,1.947027027027027,2.8116216216216214,8.037567567567567,16.514054054054053,1.6308108108108108,6.8,6.371081081081081,9.424864864864865,9.348378378378378,6.534864864864865,4.499189189189189,0.9632432432432433,0.2751351351351351,1.3291891891891892,0.02702702702702703,5.281891891891892,7.875675675675676,12.376486486486487,46.3045945945946,85.2718918918919,20.45189189189189,15.378918918918918,77.46081081081081,50.84081081081081,42.42675675675676,50.84135135135135,49,37
54066,OcnA-S116-01,4641,3429,0.7388493859082095,OcnA,S116,01,ATTEMPTED,NA,93.90452261,10,6,M,4,5,3,5,5,5,5,4,5,4,2625.5164,43.758606666666665,0.6094516025088659,4.4,4,5,Approved/Enrolled,Other,12.786666666666667,0,0.013888888888888888,0.02,0.08166666666666667,7.981111111111111,0.335,0.02,0.0961111111111111,0.8722222222222222,6.328888888888889,7.2011111111111115,1.873888888888889,0.5683333333333334,1.65,1.9594444444444443,4.8438888888888885,17.302777777777777,1.065,7.628888888888889,6.222222222222222,9.390555555555556,10.028888888888888,7.6738888888888885,6.125555555555556,0.6177777777777778,0,4.741666666666666,0.7094444444444444,4.279444444444445,10.347777777777777,16.473333333333333,52.275555555555556,82.53666666666666,21.488888888888887,21.72,75.30333333333333,29.658333333333335,65.30666666666667,47.99055555555556,99.61111111111111,18
54282,OcnA-S116-02,3581,2777,0.7754817090198268,OcnA,S116,02,POINTS EARNED & TOTAL COURSE POINTS,NA,93.40033501,5,5,F,3,3,3,3,4,3,3,3,2,4,2025.1672,33.752786666666665,0.16636669642253954,3.4,3,2.6666666666666665,Approved/Enrolled,Course Unavailable at Local School,15.861666666666666,0,0,0.41833333333333333,0,6.4799999999999995,0,0,0.25083333333333335,1.8391666666666666,6.108333333333333,7.948333333333333,1.765,1.5216666666666667,0.7483333333333333,1.19,5.589166666666666,18.299166666666668,1.6591666666666667,5.17,5.3933333333333335,11.505833333333333,12.325833333333334,5.094166666666666,8.188333333333333,0.8933333333333333,0,1.66,0.7916666666666666,6.615833333333334,9.963333333333333,18.151666666666667,53.93,85.05083333333333,17.196666666666665,12.959166666666667,69.12666666666667,41.56916666666667,42.840833333333336,40.740833333333335,45.166666666666664,12
54342,OcnA-S116-02,3256,2876,0.8832923832923832,OcnA,S116,02,POINTS EARNED & TOTAL COURSE POINTS,NA,64.78224456,10,10,F,5,3,5,5,5,5,5,5,2,5,1581.0831,26.351385,-0.16138748688099588,4.7,4.5,3.8333333333333335,Approved/Enrolled,Learning Preference of the Student,22.656666666666666,0,0,0,0,6.263333333333333,0.5833333333333334,0.5833333333333334,0.5833333333333334,2.34,2.5766666666666667,5.5,2.283333333333333,1.0566666666666666,0.8766666666666666,0.53,1.9333333333333333,21.316666666666666,1.7,10.136666666666667,6.319999999999999,13.993333333333334,5.57,5.68,7.966666666666666,2.0466666666666664,0,0,0.8766666666666666,5.64,8.563333333333333,16.526666666666667,54.71,87.23,22.946666666666665,17.133333333333333,43.81666666666666,42.11,29.196666666666665,12.09,52.666666666666664,3
54346,OcnA-S116-01,4471,3773,0.8438828002683963,OcnA,S116,01,ATTEMPTED,NA,51.0921273,220,10,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1191.3836,19.856393333333333,-0.4490033717016777,NA,NA,NA,Approved/Enrolled,Course Unavailable at Local School,18.126666666666665,0,0,0.22666666666666668,0.20666666666666667,6.08,0,0.16333333333333333,0,1.75,3.53,5.28,4.123333333333333,0.45333333333333337,2.8833333333333333,4.623333333333333,5.7700000000000005,19.259999999999998,2.0833333333333335,7.44,5.8533333333333335,11.016666666666667,13.1,9.286666666666667,8.483333333333333,1.21,0,0.6933333333333334,1.9666666666666666,3.1533333333333333,7.026666666666666,15.506666666666666,59.68333333333334,89.39999999999999,20.74,31.30666666666667,62.839999999999996,46.00666666666667,48.70666666666666,57.303333333333335,171,3
54434,PhysA-S116-01,3228,2506,0.7763320941759604,PhysA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,93.0625,30,21,F,4,2,2,4,4,4,4,4,2,4,1231.8666,20.53111,-0.41912508377676194,4,3,3,Approved/Enrolled,Learning Preference of the Student,17.689375,0.05125,0,0,0,7.38875,0.189375,0.223125,0.273125,0.864375,5.70875,6.573125,1.663125,1.724375,1.9275,3.7874999999999996,5.130625,12.025,1.26375,6.503125,6.989375,7.54875,14.861875,7.506875,5.43,0.22,0.05125,3.089375,0,5.138125,8.500625,13.93,53.965,84.46375,24.744374999999998,14.130625,77.584375,46.07625,51.2975,62.239375,65.5,16
54567,OcnA-S216-02,3871,3286,0.8488762593645053,OcnA,S216,02,POINTS EARNED & TOTAL COURSE POINTS,NA,65.84254606,10,10,F,4,4,3,5,4,4,5,4,4,4,1180.2664,19.671106666666667,-0.45720836892319955,4.2,4,4,Approved/Enrolled,Course Unavailable at Local School,15.361428571428572,0,0.07285714285714286,0,0,7.41,0.07285714285714286,0,0,1.2614285714285713,7.614285714285714,8.877142857142857,4.292857142857143,1.3157142857142856,0.34285714285714286,1.9585714285714284,8.982857142857142,15.360000000000001,1.0942857142857143,4.581428571428571,7.892857142857143,10.708571428571428,10.402857142857142,7.628571428571428,4.927142857142857,0.3614285714285714,0.07285714285714286,4.762857142857143,0,5.5928571428571425,10.787142857142857,15.714285714285714,55.684285714285714,89.17,14.515714285714285,22.728571428571428,43.51857142857143,45.887142857142855,49.95285714285714,50.785714285714285,54.714285714285715,7
55078,FrScA-S216-01,7000,4212,0.6017142857142858,FrScA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,97.74266366,10,10,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2130.7497,35.512494999999994,0.24429136442719324,4.2,3.5,4.333333333333333,Approved/Enrolled,Learning Preference of the Student,17.433809523809526,0.5380952380952381,0.06642857142857143,0.22214285714285714,0.1261904761904762,5.9314285714285715,0.18166666666666667,0.13642857142857143,0.2254761904761905,1.4395238095238096,5.026666666666666,6.4661904761904765,3.014047619047619,1.3045238095238096,1.279047619047619,3.363809523809524,6.0476190476190474,18.05404761904762,1.5780952380952382,6.569047619047619,7.220238095238096,11.636666666666667,10.699761904761905,7.192142857142857,7.172857142857143,0.4695238095238095,0.3435714285714286,2.2473809523809525,0.11880952380952381,5.787142857142857,8.966904761904761,16.138809523809524,55.56619047619048,86.63261904761904,19.23785714285714,13.866190476190477,59.477380952380955,45.833333333333336,39.14476190476191,40.48761904761905,75.69047619047619,42
55140,PhysA-S116-01,1245,945,0.7590361445783133,PhysA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,73.78472222,5,3,F,4,3,3,4,4,3,3,4,2,3,2083.3167,34.721945,0.20928366165954948,3.8,3,2.6666666666666665,Approved/Enrolled,Course Unavailable at Local School,17.98,0.15375,0,0,0,2.17625,0,0,0,0.15375,2.23375,2.3875,1.3925,2.505,2.5075,4.7675,5.1625,15.46875,3.9200000000000004,5.9225,11.77375,9.83625,9.42,6.89375,4.42,0,0.15375,0.7625000000000001,0.34125,2.23375,3.4925,7.911250000000001,51.10625,75.83125,18.34375,16.33375,63.418749999999996,61.3225,29.02625,46.6375,62.375,8
55283,FrScA-S116-01,5356,4596,0.8581030619865572,FrScA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,NA,635,586.37,F,4,2,3,4,3,3,3,4,3,4,3.9167,0.06527833333333334,-1.3254077374726676,3.8,3.5,2.8333333333333335,Withdrawn,Other,7.61,0.54,4.89,0,4.89,9.24,0,0,0,0,5.43,5.43,2.17,1.63,0,1.63,4.35,13.59,0,11.41,3.8,5.43,11.41,5.98,2.72,0,1.09,0,1.09,13.04,15.22,17.93,53.26,89.67,16.85,14.15,98.05,95.17,29.33,48.01,184,1
56152,AnPhA-S116-02,3323,2468,0.7427023773698466,AnPhA,S116,02,POINTS EARNED & TOTAL COURSE POINTS,NA,94.1248,30,NA,F,3,2,4,4,5,3,4,5,3,3,4438.8165,73.98027499999999,1.9477492208197198,4,4,2.6666666666666665,Approved/Enrolled,Scheduling Conflict,11.0625,0.10958333333333332,0,0.11541666666666667,0.225,6.368333333333333,0.05541666666666667,0.14791666666666667,0.09083333333333334,0.72375,8.03875,8.762916666666667,1.78125,0.8025,1.75125,1.3758333333333332,5.153333333333333,15.317499999999999,0.65375,5.8758333333333335,6.52125,7.72625,9.234166666666667,8.354583333333334,7.3445833333333335,0.6408333333333334,0,2.0104166666666665,0.2708333333333333,3.547083333333333,6.470833333333333,13.814583333333333,48.08125,81.08875,20.654583333333335,10.612083333333333,73.1675,32.52625,57.933749999999996,53.693333333333335,50.75,24
57188,AnPhA-S116-02,11918,8260,0.693069306930693,AnPhA,S116,02,POINTS EARNED & TOTAL COURSE POINTS,NA,80.7344,10,8,F,3,4,3,5,4,4,4,3,3,3,5305.4334,88.42389,2.5873517517289364,4.3,4,4.166666666666667,Approved/Enrolled,Learning Preference of the Student,9.025652173913043,0,0.09043478260869565,0,0.09043478260869565,5.459130434782609,0.10608695652173913,0.0891304347826087,0.3008695652173913,0.971304347826087,3.6056521739130436,4.624347826086956,1.7878260869565217,2.1447826086956523,0.4865217391304348,0.861304347826087,3.4843478260869567,11.914782608695653,0.5465217391304348,4.289565217391305,2.5304347826086957,7.087826086956522,10.185652173913043,9.027826086956521,3.6830434782608696,0.697391304347826,0,1.0708695652173914,1.6295652173913044,3.7091304347826086,7.108260869565218,10.790869565217392,43.12826086956522,73.68913043478261,17.758260869565216,12.04695652173913,58.34652173913044,29.493478260869566,56.02217391304348,79.1691304347826,63.04347826086956,23
57188,FrScA-S216-01,2205,1446,0.6557823129251701,FrScA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,76.9751693,30,27,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2193.0833,36.55138833333333,0.2902963850085859,4.3,4,4.166666666666667,Approved/Enrolled,Learning Preference of the Student,9.025652173913043,0,0.09043478260869565,0,0.09043478260869565,5.459130434782609,0.10608695652173913,0.0891304347826087,0.3008695652173913,0.971304347826087,3.6056521739130436,4.624347826086956,1.7878260869565217,2.1447826086956523,0.4865217391304348,0.861304347826087,3.4843478260869567,11.914782608695653,0.5465217391304348,4.289565217391305,2.5304347826086957,7.087826086956522,10.185652173913043,9.027826086956521,3.6830434782608696,0.697391304347826,0,1.0708695652173914,1.6295652173913044,3.7091304347826086,7.108260869565218,10.790869565217392,43.12826086956522,73.68913043478261,17.758260869565216,12.04695652173913,58.34652173913044,29.493478260869566,56.02217391304348,79.1691304347826,63.04347826086956,23
57224,FrScA-S116-03,4546,3772,0.8297404311482622,FrScA,S116,03,POINTS EARNED & TOTAL COURSE POINTS,NA,87.09360731,443,323,F,4,2,3,5,5,4,3,5,3,4,2356.4668,39.27444666666667,0.4108808094628127,4.6,3.75,3.3333333333333335,Approved/Enrolled,Course Unavailable at Local School,15.355,0.45218749999999996,0.2934375,0.0171875,0.2015625,7.4684375,0.4034375,0.2865625,0.08906249999999999,1.1790625000000001,5.2578125,6.4375,1.8209375,1.5109375,0.9659375,2.8134375,5.6653125,17.59,0.973125,5.2403125,5.6415625,10.6046875,11.3140625,7.533125,6.230625,1.5275,0.679375,1.4953125,0.17375,3.4278125,7.30375,13.533125,50.655625,82.0446875,19.145,15.224375,61.9809375,37.824062500000004,53.0021875,57.637187499999996,58.03125,32
57489,PhysA-S116-01,2970,2050,0.6902356902356902,PhysA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,94.79166667,5,NA,F,3,2,2,4,4,4,3,4,4,3,1863.5169,31.058615,0.04706145208420026,3.6,2.5,3.3333333333333335,Approved/Enrolled,Course Unavailable at Local School,18.816666666666666,0.3161111111111111,0.06944444444444445,0,0.35444444444444445,8.1466666666666665,0,0,0.15000000000000002,0.18444444444444447,4.4944444444444445,4.679444444444444,2.922222222222222,1.482222222222222,1.751111111111111,3.5544444444444445,4.396111111111111,14.643333333333333,0.8222222222222222,6.0488888888888885,7.086111111111111,8.80888888888889,11.418333333333333,7.017777777777778,6.568333333333333,0.9294444444444444,0.2427777777777778,2.5966666666666667,0.5955555555555555,5.9799999999999995,10.345,16.915,53.26277777777778,87.43166666666667,19.717777777777776,12.486666666666666,71.97222222222223,47.586666666666666,55.644444444444446,48.056666666666665,51.22222222222222,18
57981,OcnA-S116-01,3587,2879,0.8026205742960691,OcnA,S116,01,ATTEMPTED,NA,66.69011725,10,10,F,4,4,3,4,4,4,3,5,3,4,3343.3333,55.72222166666666,1.1392329926126221,4.2,3,3.6666666666666665,Approved/Enrolled,Learning Preference of the Student,11.030666666666667,0.3333333333333333,0.2033333333333333,0,0.15266666666666667,6.68,0.034666666666666665,0.14,0,0.47000000000000003,3.7946666666666666,4.264666666666667,2.3986666666666667,0.5579999999999999,0.87,3.284,5.52,15.684666666666667,0.47533333333333333,5.985333333333333,4.484666666666667,9.466666666666667,12.364666666666666,7.8773333333333335,5.271333333333334,0.876,0.43533333333333335,0.9926666666666667,1.7426666666666666,2.5286666666666666,6.576666666666666,11.847333333333333,49.287333333333336,77.45333333333333,15.097999999999999,13.715333333333334,71.24133333333333,29.994,64.11466666666666,67.87333333333333,120.13333333333334,15
58168,AnPhA-S216-01,4079,3327,0.8156410885020838,AnPhA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,96.5216,15,11,F,5,5,5,NA,5,5,5,5,4,5,433.3669,7.222781666666666,-1.0084540353010747,5,5,4.666666666666667,Approved/Enrolled,Other,8.723809523809523,0,0,0,0,4.8428571428571425,0.16285714285714284,0.030476190476190476,0.4552380952380952,0.9242857142857143,2.8985714285714286,3.822857142857143,1.6728571428571428,1.5304761904761905,1.477142857142857,2.190952380952381,4.492380952380953,11.402857142857142,0.2976190476190476,5.990952380952381,3.5614285714285714,6.267142857142857,10.978571428571428,8.114761904761904,3.493809523809524,0.4042857142857143,0,2.1019047619047617,0.11142857142857142,3.8123809523809524,6.4314285714285715,9.925714285714285,42.86380952380952,72.23428571428572,18.97142857142857,22.586190476190477,53.02571428571429,34.70619047619048,55.362857142857145,73.47428571428571,79.61904761904762,21
58178,OcnA-S116-01,3940,3348,0.849746192893401,OcnA,S116,01,ATTEMPTED,NA,92.68174204,10,7.5,F,4,4,2,4,4,4,4,4,4,4,3502.0004,58.36667333333333,1.2563365002086841,4,3,4,Approved/Enrolled,Course Unavailable at Local School,14.317727272727272,0.018636363636363635,0.04045454545454545,0.16363636363636364,0,6.6431818181818185,0.32636363636363636,0.4181818181818182,0.07545454545454545,1.7268181818181818,5.047272727272728,6.775,1.57,1.2554545454545454,1.7345454545454546,2.034090909090909,3.8413636363636363,14.227727272727273,0.8945454545454545,4.100909090909091,4.322272727272727,10.785,12.399545454545455,8.932727272727274,6.694090909090909,0.8095454545454546,0.03772727272727273,2.2204545454545452,0.32636363636363636,2.935,6.328636363636364,13.022727272727273,52.63545454545454,83.45681818181818,24.801363636363636,18.07181818181818,59.96818181818182,36.79,59.25954545454545,67.93590909090909,95.95454545454545,22
60186,AnPhA-S116-01,3014,2520,0.836098208360982,AnPhA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,86.272,5,4.05,F,5,4,5,5,5,5,5,5,5,5,2087.0501,34.784168333333334,0.21203907998672095,5,5,4.666666666666667,Approved/Enrolled,Course Unavailable at Local School,8.822916666666666,1.3829166666666666,0.13291666666666666,0.03208333333333333,0.27875,9.111666666666666,0.34375,0.07166666666666667,0.46375,1.4266666666666667,3.16,4.585833333333333,2.1766666666666667,1.0679166666666666,1.8883333333333332,1.8995833333333334,3.54125,12.295416666666666,0.4370833333333333,4.38,4.2716666666666665,7.86125,11.717916666666667,7.535,5.364583333333333,2.4141666666666666,1.19625,1.6670833333333333,1.0291666666666668,3.5508333333333333,9.857916666666666,15.222083333333334,48.584583333333335,78.74541666666667,17.725833333333334,16.536666666666665,45.86541666666667,21.35875,66.495,62.275416666666665,94.58333333333333,24
61357,FrScA-S116-02,1857,1491,0.802907915993538,FrScA,S116,02,POINTS EARNED & TOTAL COURSE POINTS,NA,NA,10,6,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dropped,Course Unavailable at Local School,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61941,FrScA-S116-01,2281,1937,0.8491889522139413,FrScA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,94.29223744,10,9,M,4,3,3,4,4,4,4,4,3,4,1637.9504,27.299173333333332,-0.11941684332907158,4,3.5,3.3333333333333335,Approved/Enrolled,Course Unavailable at Local School,15.51969696969697,0.13060606060606061,0,0.11212121212121212,0.030606060606060605,4.236969696969697,0.040303030303030306,0.4478787878787879,0.024545454545454547,1.0645454545454545,4.501212121212121,5.576060606060606,3.3848484848484848,1.4366666666666665,1.240909090909091,4.022121212121212,6.151818181818181,15.304848484848485,1.3203030303030303,5.363939393939394,4.555757575757576,10.06030303030303,13.74030303030303,10.234242424242424,6.322727272727272,0.5166666666666667,0.07212121212121213,1.3406060606060606,0.20030303030303032,3.2006060606060607,5.33030303030303,11.654242424242424,51.7169696969697,86.01848484848485,18.75030303030303,15.84878787878788,71.08848484848485,35.44939393939394,44.72060606060606,71.61636363636363,70.48484848484848,33
